"IMBD_id","IMBD_name","IMBD_rate","IMBD_genre","IMBD_detail","IMBD_year","IMBD_time","IMBD_votes","IMBD_rating","IMBD_cast","IMBD_type","IMBD_country"
"151.","SEAL Team","7.5","Action, Drama, War","The lives of the elite Navy SEALs as they train, plan and execute the most dangerous, high-stakes missions our country can ask.","(2017– )","43 min","15,063","TV-14","Stars: David Boreanaz, Max Thieriot, Jessica Paré, Neil Brown Jr.","TV Series (2017– )","Country: USA"
"152.","Overlord","6.6","Action, Adventure, Horror","A small group of American soldiers find horror behind enemy lines on the eve of D-Day.","(2018)","110 min","83,545","R","Director: Julius Avery | Stars: Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk","9 November 2018 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"153.","Jurassic Park","8.1","Action, Adventure, Sci-Fi","A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.","(1993)","127 min","853,755","PG-13","Director: Steven Spielberg | Stars: Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","11 June 1993 (USA)","Official Sites: Official Facebook"
"154.","Untitled Spider-Man Sequel","","Action, Adventure, Sci-Fi","A continuation of Spider-Man Far From Home","(2021)","","","","Director: Jon Watts | Stars: Tom Holland, Zendaya, Benedict Cumberbatch, Marisa Tomei","17 December 2021 (USA)","Country: USA"
"155.","Charlie's Angels","4.8","Action, Adventure, Comedy","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","(2019)","118 min","53,179","PG-13","Director: Elizabeth Banks | Stars: Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks","15 November 2019 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"156.","Secret Society of Second Born Royals","4.7","Action, Adventure, Comedy","It follows Sam's adventures at a top-secret training program for a new class of second-born royals tasked with saving the world.","(2020)","99 min","2,315","TV-PG","Director: Anna Mastro | Stars: Peyton Elizabeth Lee, Niles Fitch, Isabella Blake-Thomas, Olivia Deeble","25 September 2020 (USA)","Official Sites: Disney+"
"157.","Train to Busan","7.6","Action, Horror, Thriller","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.","(2016)","118 min","158,121","TV-MA","Director: Sang-ho Yeon | Stars: Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim","20 July 2016 (South Korea)","Official Sites: Cannes Film Festival's facebook | Cannes Film Festival's website | See more »"
"158.","Harry Potter and the Order of the Phoenix","7.5","Action, Adventure, Family","With their warning about Lord Voldemort's (Ralph Fiennes') return scoffed at, Harry (Daniel Radcliffe) and Dumbledore (Sir Michael Gambon) are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.","(2007)","138 min","499,795","PG-13","Director: David Yates | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson","11 July 2007 (USA)","Official Sites: Official Facebook"
"159.","Altered Carbon","8.0","Action, Drama, Sci-Fi","Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.","(2018–2020)","60 min","137,995","TV-MA","Stars: Chris Conner, Renée Elise Goldsberry, Will Yun Lee, Dichen Lachman","TV Series (2018–2020)","Official Sites: Instagram | Official Facebook | See more »"
"160.","Mission: Impossible 7","","Action, Adventure, Thriller","Seventh entry in the long-running Mission: Impossible series.","(2021)","","","","Director: Christopher McQuarrie | Stars: Rebecca Ferguson, Tom Cruise, Vanessa Kirby, Hayley Atwell","19 November 2021 (USA)","Official Sites: Official Franchise Site"
"161.","Spider-Man: Far from Home","7.5","Action, Adventure, Sci-Fi","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","(2019)","129 min","311,322","PG-13","Director: Jon Watts | Stars: Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei","2 July 2019 (USA)","Official Sites: Marvel [United States] | Official Facebook | See more »"
"162.","The Silencing","6.1","Action, Crime, Thriller","A reformed hunter living in isolation on a wildlife sanctuary becomes involved in a deadly game of cat and mouse when he and the local Sheriff set out to track a vicious killer who may have kidnapped his daughter years ago.","(2020)","93 min","8,032","R","Director: Robin Pront | Stars: Nikolaj Coster-Waldau, Caleb Ellsworth-Clark, Josh Cruddas, Annabelle Wallis","18 July 2020 (USA)","Country: Canada | USA"
"163.","Star Trek: Enterprise","7.5","Action, Adventure, Drama","A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.","(2001–2005)","60 min","44,947","TV-PG","Stars: Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating","TV Series (2001–2005)","Official Sites: Official Facebook | Paramount [United States] | See more »"
"164.","Black Widow","","Action, Adventure, Sci-Fi","A film about Natasha Romanoff in her quests between the films Civil War and Infinity War.","(2021)","","","","Director: Cate Shortland | Stars: Scarlett Johansson, Robert Downey Jr., Florence Pugh, Rachel Weisz","7 May 2021 (USA)","Official Sites: Official Facebook | Official Site"
"165.","Jurassic World: Dominion","","Action, Adventure, Sci-Fi","Plot kept under wraps.","(2022)","","","","Director: Colin Trevorrow | Stars: Bryce Dallas Howard, Jeff Goldblum, Chris Pratt, Jake Johnson","10 June 2022 (USA)","Country: USA"
"166.","Extraction","6.7","Action, Thriller","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","(2020)","116 min","147,698","R","Director: Sam Hargrave | Stars: Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal","","Official Sites: Official Instagram | official site | See more »"
"167.","My Hero Academia","8.5","Animation, Action, Adventure","A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.","(2016– )","24 min","30,413","TV-14","Stars: Daiki Yamashita, Justin Briner, Nobuhiko Okamoto, Ayane Sakura","TV Series (2016– )","Official Sites: Official site [Japan]"
"168.","Avatar","7.8","Action, Adventure, Fantasy","A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.","(2009)","162 min","1,107,044","PG-13","Director: James Cameron | Stars: Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez","18 December 2009 (USA)","Official Sites: Official Facebook | Official Site"
"169.","Godzilla vs. Kong","","Action, Sci-Fi, Thriller","The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against one another - the fearsome Godzilla and the mighty Kong - with humanity caught in the balance.","(2021)","","","PG-13","Director: Adam Wingard | Stars: Millie Bobby Brown, Jessica Henwick, Alexander Skarsgård, Eiza González","21 May 2021 (USA)","Country: USA"
"170.","The Doorman","4.4","Action, Thriller","A woman returns from combat and befriends a family in NYC. A gang of thieves plot to take the family's valuables, and she is all that stands between them and their lives.","(2020)","97 min","1,677","R","Director: Ryûhei Kitamura | Stars: Ruby Rose, Jean Reno, Aksel Hennie, Rupert Evans","","Official Sites: Double Dutch International [Canada]"
"171.","Spider-Man: Homecoming","7.4","Action, Adventure, Sci-Fi","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","(2017)","133 min","499,971","PG-13","Director: Jon Watts | Stars: Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei","7 July 2017 (USA)","Official Sites: Marvel [United States] | Official Facebook | See more »"
"172.","Scorpion","7.1","Action, Crime, Drama","An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.","(2014–2018)","43 min","45,988","TV-14","Stars: Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong","TV Series (2014–2018)","Official Sites: Official site"
"173.","Aliens","8.3","Action, Adventure, Sci-Fi","Ellen Ripley is rescued by a deep salvage team after being in hypersleep for 57 years. The moon that the Nostromo visited has been colonized, but contact is lost. This time, colonial marines have impressive firepower, but will that be enough?","(1986)","137 min","644,487","R","Director: James Cameron | Stars: Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser","18 July 1986 (USA)","Official Sites: Official Facebook | Official site"
"174.","Doctor Strange in the Multiverse of Madness","","Action, Adventure, Fantasy","Plot unknown. Sequel to the 2016 Marvel film 'Doctor Strange'.","(2022)","","","","Director: Sam Raimi | Stars: Benedict Cumberbatch, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong","25 March 2022 (USA)","Country: USA"
"175.","Scott Pilgrim vs. the World","7.5","Action, Comedy, Fantasy","In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.","(2010)","112 min","372,313","PG-13","Director: Edgar Wright | Stars: Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick","13 August 2010 (USA)","Official Sites: Official Facebook | Universal Pictures France [France]"
"176.","Batman Begins","8.2","Action, Adventure","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.","(2005)","140 min","1,289,033","PG-13","Director: Christopher Nolan | Stars: Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson","","Official Sites: Official Facebook"
"177.","Midway","6.7","Action, Adventure, Drama","The story of the Battle of Midway, told by the leaders and the sailors who fought it.","(2019)","138 min","61,387","PG-13","Director: Roland Emmerich | Stars: Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans","8 November 2019 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"178.","Harry Potter and the Half-Blood Prince","7.6","Action, Adventure, Family","As Harry Potter (Daniel Radcliffe) begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's (Ralph Fiennes') dark past.","(2009)","153 min","463,540","PG","Director: David Yates | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","15 July 2009 (USA)","Official Sites: Official Facebook"
"179.","Polar","6.3","Action, Crime, Drama","A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.","(I) (2019)","118 min","72,370","TV-MA","Director: Jonas Åkerlund | Stars: Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren","25 January 2019 (USA)","Official Sites: Official Netflix"
"180.","30 Days of Night","6.6","Action, Horror, Thriller","After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.","(2007)","113 min","163,394","R","Director: David Slade | Stars: Josh Hartnett, Melissa George, Danny Huston, Ben Foster","19 October 2007 (USA)","Official Sites: Sony Pictures Entertainment"
"181.","Riot Police","8.4","Action, Adventure, Crime","A fictionalised look into the human tragedy of riot police and police brutality in Spain.","(2020)","","1,000","","Stars: Vicky Luengo, Raúl Arévalo, Álex García, Hovik Keuchkerian","TV Series (2020)","Official Sites: Official Site [Spain]"
"182.","Snowpiercer","6.7","Action, Drama, Sci-Fi","Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","(2020– )","60 min","20,118","TV-MA","Stars: Jennifer Connelly, Daveed Diggs, Mickey Sumner, Alison Wright","TV Series (2020– )","Official Sites: Official Facebook | Official Netflix | See more »"
"183.","Person of Interest","8.4","Action, Crime, Drama","An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes--including the civilians' roles--are left a mystery.","(2011–2016)","43 min","161,327","TV-14","Stars: Jim Caviezel, Taraji P. Henson, Kevin Chapman, Michael Emerson","TV Series (2011–2016)","Country: USA"
"184.","I Am Vengeance: Retaliation","3.5","Action","British action film written and directed by Ross Boyask and starring Wade Barrett (reprising his role as John Gold) and Vinnie Jones. It is the sequel to the 2018 film I Am Vengeance.","(2020)","90 min","758","R","Director: Ross Boyask | Stars: Stu Bennett, Vinnie Jones, Jacob Anderton, Sam Benjamin","","Country: UK"
"185.","The Magnificent Seven","6.9","Action, Adventure, Western","Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.","(2016)","132 min","182,598","PG-13","Director: Antoine Fuqua | Stars: Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio","23 September 2016 (USA)","Official Sites: Official Facebook | Official site | See more »"
"186.","See","7.6","Action, Drama, Sci-Fi","Far in a dystopian future, the human race has lost the sense of sight, and society has had to find new ways to interact, build, hunt, and to survive. All of that is challenged when a set of twins is born with sight.","(2019– )","60 min","38,144","TV-MA","Stars: Jason Momoa, Sylvia Hoeks, Hera Hilmar, Christian Camargo","TV Series (2019– )","Official Sites: Official Site"
"187.","Die Hard","8.2","Action, Thriller","An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.","(1988)","132 min","773,088","R","Director: John McTiernan | Stars: Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson","","Official Sites: Official Facebook | Official site"
"188.","6 Underground","6.1","Action, Thriller","Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.","(2019)","128 min","132,899","R","Director: Michael Bay | Stars: Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy","","Official Sites: Official Netflix"
"189.","Train to Busan Presents: Peninsula","5.4","Action, Horror, Thriller","A zombie virus has in the last 4 years spread to all South Korea. 4 Koreans in HK sail thru the blockade to Incheon for USD20,000,000 on a truck.","(2020)","116 min","14,074","Not Rated","Director: Sang-ho Yeon | Stars: Dong-Won Gang, Jung-hyun Lee, Re Lee, Hae-hyo Kwon","7 August 2020 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"190.","The Girl in the Spider's Web","6.1","Action, Crime, Drama","Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.","(2018)","115 min","39,842","R","Director: Fede Alvarez | Stars: Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield","9 November 2018 (USA)","Official Sites: Instagram | Official Facebook | See more »"
"191.","Blade Runner","8.1","Action, Sci-Fi, Thriller","A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.","(1982)","117 min","683,702","R","Director: Ridley Scott | Stars: Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","25 June 1982 (USA)","Official Sites: Warner Bros. [United States]"
"192.","Pirates of the Caribbean: The Curse of the Black Pearl","8.0","Action, Adventure, Fantasy","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","(2003)","143 min","1,005,837","PG-13","Director: Gore Verbinski | Stars: Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley","9 July 2003 (USA)","Official Sites: Cascade Film [Russia] | Official Facebook | See more »"
"193.","V for Vendetta","8.2","Action, Drama, Sci-Fi","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.","(2005)","132 min","1,017,248","R","Director: James McTeigue | Stars: Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea","17 March 2006 (USA)","Official Sites: Official Facebook | Warner Bros. [United States]"
"194.","Baywatch","5.5","Action, Comedy, Crime","Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","(2017)","116 min","157,782","R","Director: Seth Gordon | Stars: Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra","25 May 2017 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"195.","Pandora","4.1","Action, Drama, Sci-Fi","Set in the year 2199, a young woman who has lost everything finds a new life at Earth's Space Training Academy where she learns to defend the galaxy from intergalactic threats.","(2019– )","42 min","2,659","TV-PG","Stars: Priscilla Quintana, Oliver Dench, Ben Radcliffe, Noah Huntley","TV Series (2019– )","Country: USA"
"196.","Star Wars: Episode IV - A New Hope","8.6","Action, Adventure, Fantasy","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","(1977)","121 min","1,212,711","PG","Director: George Lucas | Stars: Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness","25 May 1977 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"197.","Captain Marvel","6.9","Action, Adventure, Sci-Fi","Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.","(2019)","123 min","428,451","PG-13","Directors: Anna Boden, Ryan Fleck | Stars: Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law","8 March 2019 (USA)","Official Sites: Marvel [United States] | Official Facebook | See more »"
"198.","Spider-Man","7.3","Action, Adventure, Sci-Fi","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.","(2002)","121 min","679,450","PG-13","Director: Sam Raimi | Stars: Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco","3 May 2002 (USA)","Official Sites: Official Facebook | Sony Pictures [United States]"
"199.","Gods of Egypt","5.4","Action, Adventure, Fantasy","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","(2016)","127 min","104,522","PG-13","Director: Alex Proyas | Stars: Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman","26 February 2016 (USA)","Official Sites: Official Facebook | Official site | See more »"
"200.","Anna","6.6","Action, Thriller","Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.","(II) (2019)","118 min","57,935","R","Director: Luc Besson | Stars: Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy","","Official Sites: Official Site | Official Site [Japan]"
"201.","Blindspot","7.4","Action, Crime, Drama","Jane Doe is found in Times Square with no memory and mysterious tattoos on her body.","(2015–2020)","42 min","65,633","TV-14","Stars: Sullivan Stapleton, Jaimie Alexander, Audrey Esparza, Ashley Johnson","TV Series (2015–2020)","Official Sites: Official site | Production site"
"202.","Alita: Battle Angel","7.3","Action, Adventure, Sci-Fi","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.","(2019)","122 min","221,528","PG-13","Director: Robert Rodriguez | Stars: Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali","14 February 2019 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"203.","Dirilis: Ertugrul","7.9","Action, Adventure, Drama","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.","(2014–2019)","120 min","26,016","TV-14","Stars: Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","TV Series (2014–2019)","Official Sites: Dirilis Ertugrul | Official Facebook | See more »"
"204.","Iron Man","7.9","Action, Adventure, Sci-Fi","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","(2008)","126 min","926,785","PG-13","Director: Jon Favreau | Stars: Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges","2 May 2008 (USA)","Official Sites: Official Facebook | Official site | See more »"
"205.","The Terminator","8.0","Action, Sci-Fi","A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.","(1984)","107 min","790,604","R","Director: James Cameron | Stars: Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield","","Official Sites: Official Facebook"
"206.","Logan","8.1","Action, Drama, Sci-Fi","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","(2017)","137 min","634,427","R","Director: James Mangold | Stars: Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook","3 March 2017 (USA)","Official Sites: Marvel [United States] | Official Facebook | See more »"
"207.","21 Bridges","6.6","Action, Crime, Thriller","An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.","(2019)","99 min","44,066","R","Director: Brian Kirk | Stars: Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James","22 November 2019 (USA)","Official Sites: STXfilms [United States]"
"208.","John Wick","7.4","Action, Crime, Thriller","An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.","(2014)","101 min","526,145","R","Directors: Chad Stahelski, David Leitch | Stars: Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe","24 October 2014 (USA)","Official Sites: Official Facebook | Official site | See more »"
"209.","Justice League","6.3","Action, Adventure, Fantasy","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.","(2017)","120 min","375,309","PG-13","Director: Zack Snyder | Stars: Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller","17 November 2017 (USA)","Official Sites: Official Facebook"
"210.","Avengers: Age of Ultron","7.3","Action, Adventure, Sci-Fi","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.","(2015)","141 min","728,802","PG-13","Director: Joss Whedon | Stars: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","1 May 2015 (USA)","Official Sites: Marvel [United States] | Official Facebook | See more »"
"211.","Jessica Jones","7.9","Action, Crime, Drama","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.","(2015–2019)","56 min","190,282","TV-MA","Stars: Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss","TV Series (2015–2019)","Official Sites: Marvel [United States] | Official Facebook Page | See more »"
"212.","The Mummy","7.0","Action, Adventure, Fantasy","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.","(1999)","124 min","386,375","PG-13","Director: Stephen Sommers | Stars: Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo","7 May 1999 (USA)","Official Sites: Official Facebook"
"213.","Cobra","5.9","Action, Drama","As widespread power outages cause chaos and threaten lives across the country, the COBRA committee comprised of the UK's leading experts and politicians, gathers to find a way to turn the lights back on.","(2020–2021)","","1,719","TV-14","Stars: Victoria Hamilton, Richard Dormer, David Haig, Lucy Cohu","","Official Sites: Sky"
"214.","Dawn of the Dead","7.3","Action, Horror","A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.","(2004)","101 min","232,047","R","Director: Zack Snyder | Stars: Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber","","Official Sites: Official Facebook"
