"IMBD_id","IMBD_name","IMBD_rate","IMBD_genre","IMBD_detail","IMBD_year","IMBD_time","IMBD_votes","IMBD_rating","IMBD_cast","IMBD_type","IMBD_country"
"215.","Ghostbusters","6.5","Action, Comedy, Fantasy","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.","(2016)","117 min","201,637","PG-13","Director: Paul Feig | Stars: Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones","15 July 2016 (USA)","Official Sites: Official Ghost from our past tie-in book website | Official Proton Pack tie-in website | See more »"
"216.","Chuck","8.2","Action, Comedy, Drama","When a twenty-something computer geek inadvertently downloads critical government secrets into his brain, the C.I.A. and the N.S.A. assign two agents to protect him and exploit such knowledge, turning his life upside down.","(2007–2012)","43 min","126,100","TV-14","Stars: Zachary Levi, Yvonne Strahovski, Joshua Gomez, Vik Sahay","TV Series (2007–2012)","Official Sites: NBC [United States] | SCI-FI Channel"
"217.","Hunter x Hunter","8.9","Animation, Action, Adventure","Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks for his father who left him when he was younger.","(2011–2014)","24 min","49,928","TV-14","Stars: Issei Futamata, Megumi Han, Cristina Valenzuela, Mariya Ise","TV Series (2011–2014)","Official Sites: Official site [Japan]"
"218.","#Alive","6.2","Action, Drama, Horror","The rapid spread of an unknown infection has left an entire city in ungovernable chaos, but one survivor remains alive in isolation. It is his story.","(2020)","98 min","19,424","TV-MA","Director: Il Cho | Stars: Ah-In Yoo, Shin-Hye Park, Bae-soo Jeon, Hyun-Wook Lee","8 September 2020 (USA)","Official Sites: Official Facebook | Official site - Perspective Pictures | See more »"
"219.","Star Trek: Lower Decks","6.5","Animation, Action, Adventure","The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies.","(2020– )","","4,842","TV-MA","Stars: Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero","TV Series (2020– )","Country: USA"
"220.","300","7.6","Action, Drama","King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.","(2006)","117 min","725,783","R","Director: Zack Snyder | Stars: Gerard Butler, Lena Headey, David Wenham, Dominic West","","Official Sites: Official Facebook"
"221.","The Lord of the Rings: The Two Towers","8.7","Action, Adventure, Drama","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","(2002)","179 min","1,461,396","PG-13","Director: Peter Jackson | Stars: Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom","18 December 2002 (USA)","Official Sites: New Line Cinema | Official Facebook | See more »"
"222.","Batman v Superman: Dawn of Justice","6.4","Action, Adventure, Sci-Fi","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.","(2016)","152 min","616,471","PG-13","Director: Zack Snyder | Stars: Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg","25 March 2016 (USA)","Official Sites: Official Facebook | Official Facebook [Japan] | See more »"
"223.","Zombieland: Double Tap","6.7","Action, Adventure, Comedy","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","(2019)","99 min","131,715","R","Director: Ruben Fleischer | Stars: Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin","18 October 2019 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"224.","Star Trek","7.9","Action, Adventure, Sci-Fi","The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.","(2009)","127 min","573,589","PG-13","Director: J.J. Abrams | Stars: Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy","8 May 2009 (USA)","Official Sites: Official Facebook"
"225.","Skyfall","7.7","Action, Adventure, Thriller","James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","(2012)","143 min","623,721","PG-13","Director: Sam Mendes | Stars: Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench","9 November 2012 (USA)","Official Sites: 20th Century Fox [United States] | MGM [United States] | See more »"
"226.","Captain America: The First Avenger","6.9","Action, Adventure, Sci-Fi","Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.","(2011)","124 min","728,883","PG-13","Director: Joe Johnston | Stars: Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell","22 July 2011 (USA)","Official Sites: hotstar | Official Facebook | See more »"
"227.","WandaVision","","Action, Adventure, Comedy","TV-Series Spinoff from the Marvel Cinematic Universe. Containing the characters Scarlet Witch/Wanda Maximoff and The Vision. Plot is unknown at the time.","(2020– )","","","","Stars: Paul Bettany, Kat Dennings, Kathryn Hahn, Elizabeth Olsen","TV Mini-Series (2020– )","Official Sites: Official site"
"228.","Atomic Blonde","6.7","Action, Thriller","An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.","(2017)","115 min","172,851","R","Director: David Leitch | Stars: Charlize Theron, James McAvoy, John Goodman, Eddie Marsan","","Official Sites: Official Facebook | Official Site | See more »"
"229.","Star Wars: Episode I - The Phantom Menace","6.5","Action, Adventure, Fantasy","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","(1999)","136 min","718,195","PG","Director: George Lucas | Stars: Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd","19 May 1999 (USA)","Official Sites: Official Facebook | Official site"
"230.","Hanna","7.5","Action, Drama","In equal parts high-concept thriller and coming-of-age drama, HANNA follows the journey of an extraordinary young girl raised in the forest, as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is.","(2019– )","60 min","24,444","TV-MA","Stars: Esme Creed-Miles, Mireille Enos, Joel Kinnaman, Yasmin Monet Prince","","Country: USA"
"231.","Fast & Furious Presents: Hobbs & Shaw","6.4","Action, Adventure, Thriller","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","(2019)","137 min","161,510","PG-13","Director: David Leitch | Stars: Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby","2 August 2019 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"232.","Ghostbusters II","6.6","Action, Comedy, Fantasy","The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.","(1989)","108 min","180,754","PG","Director: Ivan Reitman | Stars: Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis","16 June 1989 (USA)","Country: USA"
"233.","Guardians of the Galaxy Vol. 2","7.6","Action, Adventure, Comedy","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.","(2017)","136 min","556,872","PG-13","Director: James Gunn | Stars: Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","5 May 2017 (USA)","Official Sites: Instagram | Marvel [United States] | See more »"
"234.","Sonic the Hedgehog","6.5","Action, Adventure, Comedy","After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.","(2020)","99 min","78,735","PG","Director: Jeff Fowler | Stars: Ben Schwartz, James Marsden, Jim Carrey, Tika Sumpter","14 February 2020 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"235.","The Avengers","8.0","Action, Adventure, Sci-Fi","Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.","(2012)","143 min","1,247,656","PG-13","Director: Joss Whedon | Stars: Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner","4 May 2012 (USA)","Official Sites: Official Facebook | Official site | See more »"
"236.","DuckTales","8.2","Animation, Action, Adventure","The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck, his grandnephews - Huey, Dewey, and Louie - and temperamental nephew Donald Duck, Launchpad McQuack, Mrs. Beakley, and her granddaughter Webby.","(2017– )","21 min","5,881","TV-Y","Stars: David Tennant, Ben Schwartz, Danny Pudi, Bobby Moynihan","TV Series (2017– )","Official Sites: Official England channel site | Official Facebook | See more »"
"237.","Hot Fuzz","7.8","Action, Comedy, Mystery","A skilled London police officer is transferred to a small town with a dark secret.","(2007)","121 min","457,537","R","Director: Edgar Wright | Stars: Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy","20 April 2007 (USA)","Official Sites: Official Facebook | Working Title Films [UK]"
"238.","Jurassic World: Fallen Kingdom","6.2","Action, Adventure, Sci-Fi","When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","(2018)","128 min","260,140","PG-13","Director: J.A. Bayona | Stars: Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith","22 June 2018 (USA)","Official Sites: Official Site | Official Site [France] | See more »"
"239.","Kipo and the Age of Wonderbeasts","8.4","Animation, Action, Adventure","A girl explores the possibilities in a post-apocalyptic world.","(2020)","24 min","2,645","TV-Y7","Stars: Karen Fukuhara, Sydney Mikayla, Dee Bradley Baker, Deon Cole","TV Series (2020)","Official Sites: DreamWorks Animation"
"240.","The Falcon and the Winter Soldier","","Action, Adventure, Drama","TV series centering on Marvel Cinematic Universe characters Falcon and The Winter Soldier.","(2021– )","60 min","","","Stars: Daniel Brühl, Desmond Chiam, John Gettier, Miki Ishikawa","TV Mini-Series (2021– )","Official Sites: Official site"
"241.","X-Men","7.4","Action, Adventure, Sci-Fi","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","(2000)","104 min","564,969","PG-13","Director: Bryan Singer | Stars: Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen","14 July 2000 (USA)","Official Sites: Official Facebook | Official site"
"242.","Maleficent","7.0","Action, Adventure, Family","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","(2014)","97 min","339,740","PG","Director: Robert Stromberg | Stars: Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville","30 May 2014 (USA)","Official Sites: Official Facebook | Official site | See more »"
"243.","Alias","7.6","Action, Drama, Mystery","Sydney Bristow (Jennifer Garner) is an international spy recruited out of college, trained for espionage and self-defense.","(2001–2006)","42 min","44,749","TV-14","Stars: Jennifer Garner, Ron Rifkin, Carl Lumbly, Kevin Weisman","TV Series (2001–2006)","Country: USA"
"244.","Primal","8.7","Animation, Action, Adventure","Primal features a caveman at the dawn of evolution. A dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival in a violent, primordial world.","(2019– )","22 min","4,709","TV-MA","Stars: Aaron LaPlante, Tom Kenny, Jon Olson, Amanda Troop","TV Series (2019– )","Country: USA"
"245.","Shazam!","7.1","Action, Adventure, Comedy","A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.","(2019)","132 min","245,375","PG-13","Director: David F. Sandberg | Stars: Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer","5 April 2019 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"246.","Pirates of the Caribbean: Dead Men Tell No Tales","6.6","Action, Adventure, Fantasy","Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.","(2017)","129 min","257,485","PG-13","Directors: Joachim Rønning, Espen Sandberg | Stars: Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom","26 May 2017 (USA)","Official Sites: Official Movie Facebook Page | Official Site | See more »"
"247.","Terminator 2: Judgment Day","8.5","Action, Sci-Fi","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.","(1991)","137 min","982,318","R","Director: James Cameron | Stars: Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick","","Official Sites: Official Facebook | Official site (3D re-release) | See more »"
"248.","The Brothers Grimsby","6.2","Action, Adventure, Comedy","A new assignment forces a top spy to team up with his football hooligan brother.","(2016)","83 min","91,298","R","Director: Louis Leterrier | Stars: Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder","11 March 2016 (USA)","Official Sites: Official Facebook | Official Site [United States] | See more »"
"249.","Man of Steel","7.0","Action, Adventure, Sci-Fi","An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened, when other survivors of his home planet invade Earth.","(2013)","143 min","682,652","PG-13","Director: Zack Snyder | Stars: Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","14 June 2013 (USA)","Official Sites: Official Facebook | Official Facebook [Brazil] | See more »"
"250.","Snowpiercer","7.1","Action, Drama, Sci-Fi","In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.","(2013)","126 min","311,550","R","Director: Bong Joon Ho | Stars: Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris","11 July 2014 (USA)","Official Sites: Official site"
"251.","Naruto: Shippûden","8.6","Animation, Action, Adventure","Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.","(2007–2017)","24 min","77,556","TV-PG","Stars: Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura","TV Series (2007–2017)","Official Sites: Official site | Official Site in US"
"252.","Van Helsing","6.1","Action, Adventure, Fantasy","The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.","(2004)","131 min","241,919","PG-13","Director: Stephen Sommers | Stars: Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley","7 May 2004 (USA)","Official Sites: Van Helsing Official site"
"253.","Batman: The Killing Joke","6.4","Animation, Action, Crime","As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.","(2016)","76 min","48,603","R","Director: Sam Liu | Stars: Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise","25 July 2016 (USA)","Country: USA"
"254.","MacGyver","5.3","Action, Adventure, Drama","Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives.","(2016– )","43 min","16,432","TV-14","Stars: Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton","TV Series (2016– )","Official Sites: Official site"
"255.","9-1-1: Lone Star","6.5","Action, Drama, Thriller","A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems.","(2020– )","43 min","5,364","TV-14","Stars: Rob Lowe, Ronen Rubinstein, Sierra Aylina McClain, Jim Parrack","TV Series (2020– )","Official Sites: Official Facebook | Official site | See more »"
"256.","Transformers","7.0","Action, Adventure, Sci-Fi","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.","(2007)","144 min","591,569","PG-13","Director: Michael Bay | Stars: Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","3 July 2007 (USA)","Official Sites: Official Facebook | Paramount [United States]"
"257.","Condor","7.8","Action, Drama, Thriller","A brilliant, young, idealistic CIA analyst finds himself in the middle of a conspiracy that kills everyone else at his office. Can he, with no field experience, stay alive long enough to get to the bottom of it?","(2018– )","60 min","10,054","TV-MA","Stars: Max Irons, Kristen Hager, Bob Balaban, Sam McCarthy","TV Series (2018– )","Country: USA"
"258.","The Hunger Games: Catching Fire","7.5","Action, Adventure, Mystery","Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.","(2013)","146 min","606,940","PG-13","Director: Francis Lawrence | Stars: Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman","22 November 2013 (USA)","Official Sites: Centralmovies | Kinotab.com | See more »"
"259.","Warrior Nun","6.9","Action, Drama, Fantasy","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo Bearer for a secret sect of demon-hunting nuns.","(2020– )","","18,508","TV-MA","Stars: Alba Baptista, Toya Turner, Kristina Tonteri-Young, Lorena Andrea","TV Series (2020– )","Country: USA"
"260.","Wonder Woman","7.4","Action, Adventure, Fantasy","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.","(2017)","141 min","540,793","PG-13","Director: Patty Jenkins | Stars: Gal Gadot, Chris Pine, Robin Wright, Lucy Davis","2 June 2017 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"261.","Shadowhunters","6.6","Action, Drama, Fantasy","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters.","(2016–2019)","42 min","51,524","TV-14","Stars: Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario","TV Series (2016–2019)","Official Sites: Official Facebook | Official Freeform Site | See more »"
"262.","The Revenant","8.0","Action, Adventure, Drama","A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.","(2015)","156 min","691,372","R","Director: Alejandro G. Iñárritu | Stars: Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson","8 January 2016 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"263.","Kingsman: The Secret Service","7.7","Action, Adventure, Comedy","A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.","(2014)","129 min","583,292","R","Director: Matthew Vaughn | Stars: Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine","13 February 2015 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"264.","Rogue One: A Star Wars Story","7.8","Action, Adventure, Sci-Fi","The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.","(2016)","133 min","543,391","PG-13","Director: Gareth Edwards | Stars: Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","16 December 2016 (USA)","Official Sites: Official Site | Official Site [France]"
"265.","The Karate Kid Part III","5.2","Action, Drama, Family","Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.","(1989)","112 min","50,439","PG","Director: John G. Avildsen | Stars: Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith","30 June 1989 (USA)","Country: USA"
"266.","Pride and Prejudice and Zombies","5.8","Action, Comedy, Fantasy","Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.","(2016)","108 min","50,792","PG-13","Director: Burr Steers | Stars: Lily James, Sam Riley, Jack Huston, Bella Heathcote","5 February 2016 (USA)","Official Sites: Official Facebook | Official Facebook | See more »"
"267.","Kick-Ass","7.6","Action, Comedy, Crime","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","(2010)","117 min","520,170","R","Director: Matthew Vaughn | Stars: Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown","16 April 2010 (USA)","Official Sites: Lionsgate [United States] | Official Facebook"
"268.","Mission: Impossible - Rogue Nation","7.4","Action, Adventure, Thriller","Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.","(2015)","131 min","337,215","PG-13","Director: Christopher McQuarrie | Stars: Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg","31 July 2015 (USA)","Official Sites: Official site | Official site [Brazil] | See more »"
"269.","One Piece","8.7","Animation, Action, Adventure","Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".","(1999– )","24 min","63,337","TV-14","Stars: Mayumi Tanaka, Tony Beck, Laurent Vernin, Akemi Okamura","TV Series (1999– )","Official Sites: Official site"
"270.","Fauda","8.2","Action, Drama, Thriller","The human stories on both sides of the Israel-Palestine conflict.","(2015– )","60 min","17,485","TV-MA","Stars: Lior Raz, Itzik Cohen, Neta Garty, Rona-Lee Shim'on","TV Series (2015– )","Official Sites: facebook page"
"271.","Thor: Love and Thunder","","Action, Adventure, Fantasy","The sequel to Thor: Ragnarok and the fourth movie in the Thor saga.","(2022)","","","","Director: Taika Waititi | Stars: Taika Waititi, Natalie Portman, Christian Bale, Chris Hemsworth","11 February 2022 (USA)","Country: USA"
"272.","MI-5","8.2","Action, Crime, Drama","The missions of MI-5, the UK's domestic intelligence organization.","(2002–2011)","60 min","14,284","TV-14","Stars: Peter Firth, Hugh Simon, Nicola Walker, Rupert Penry-Jones","TV Series (2002–2011)","Official Sites: BBC website"
"273.","Transformers: The Last Knight","5.2","Action, Adventure, Sci-Fi","A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.","(2017)","154 min","133,287","PG-13","Director: Michael Bay | Stars: Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock","21 June 2017 (USA)","Official Sites: Official Facebook | Official Instagram | See more »"
"274.","The Meg","5.6","Action, Horror, Sci-Fi","A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.","(2018)","113 min","146,167","PG-13","Director: Jon Turteltaub | Stars: Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis","10 August 2018 (USA)","Official Sites: Facebook | Official Site"
"275.","John Wick: Chapter 3 - Parabellum","7.4","Action, Crime, Thriller","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.","(2019)","130 min","263,834","R","Director: Chad Stahelski | Stars: Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne","17 May 2019 (USA)","Official Sites: Official Facebook | Official Site | See more »"
"276.","The Crow","7.6","Action, Drama, Fantasy","A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.","(1994)","102 min","164,718","R","Director: Alex Proyas | Stars: Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson","13 May 1994 (USA)","Official Sites: Official Facebook | Official site"
"277.","Oldboy","8.4","Action, Drama, Mystery","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.","(2003)","120 min","505,952","R","Director: Chan-wook Park | Stars: Min-sik Choi, Ji-Tae Yoo, Hye-jeong Kang, Byeong-ok Kim","21 November 2003 (South Korea)","Official Sites: Official site [Russia]"
"278.","El Camino: A Breaking Bad Movie","7.3","Action, Crime, Drama","Fugitive Jesse Pinkman runs from his captors, the law, and his past.","(2019)","122 min","176,355","TV-MA","Director: Vince Gilligan | Stars: Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker","11 October 2019 (USA)","Official Sites: Netflix (hu) | Official Facebook (Breaking Bad) | See more »"
